500mb Geopotential Height (RoI = 20cm)
5623.91,5632.48,5637.33,5642.03,5647.22,5647.23,5640.44,5654.78,5646.09,5642.99,5625.97,5602.14,5593.38,5546.25,5533.41,5496.95,5510.71,5571.66,5649.54,6072.20,6504.17,21438.17
5590.41,5595.39,5599.38,5599.68,5610.65,5607.35,5602.67,5600.92,5612.04,5607.49,5591.39,5562.58,5555.63,5519.97,5492.38,5481.72,5607.69,5650.10,6163.84,6194.22,6795.98,24847.50
5550.04,5559.05,5564.38,5561.10,5556.06,5566.47,5566.72,5558.53,5554.79,5564.90,5551.49,5521.55,5515.43,5471.56,5459.27,5473.31,5581.03,5626.88,6203.84,1923.83,6995.60,28568.67
5516.96,5517.55,5522.02,5518.05,5512.30,5529.11,5523.45,5519.60,5514.29,5496.15,5507.21,5493.26,5463.75,5431.59,5416.78,5541.58,5649.13,6010.05,6751.23,1647.87,7206.29,nan
5473.26,5474.49,5477.54,5474.07,5471.28,5465.26,5478.30,5476.18,5467.23,5447.93,5459.11,5440.86,5418.68,5429.16,5378.23,5510.87,5863.51,5989.74,6827.72,22269.09,17101.56,nan
5426.30,5429.13,5432.23,5430.32,5426.45,5417.86,5412.02,5428.69,5417.78,5396.72,5356.13,5395.26,5374.70,5393.58,5408.81,5594.81,6492.23,6511.44,21181.82,6772.90,nan,nan
5373.33,5377.01,5379.80,5383.38,5376.99,5370.37,5364.53,5380.59,5361.32,5328.27,5317.75,5347.71,5333.04,5344.20,5472.62,5752.72,6545.43,6049.95,2891.58,16848.60,nan,nan
5323.78,5326.51,5327.55,5332.31,5328.72,5322.85,5314.23,5322.29,5300.28,5248.20,5206.34,5161.41,5188.94,5148.29,5238.49,5709.47,5749.89,6353.29,2845.63,17290.71,nan,nan
5277.82,5278.90,5278.78,5282.81,5281.03,5277.91,5269.91,5259.84,5247.89,5185.91,5147.20,5093.06,5192.37,5277.56,5280.45,5722.85,5531.12,1923.38,2795.90,17758.22,nan,nan
5240.59,5230.76,5232.25,5235.91,5232.99,5223.06,5219.32,5214.30,5172.26,5139.14,5097.64,5070.08,5262.71,5268.54,5685.73,5933.33,5542.60,1619.79,17249.26,nan,nan,nan
5198.36,5199.20,5182.65,5190.09,5186.33,5180.31,5171.57,5179.46,5128.74,5091.93,5072.83,5049.33,5252.08,5404.39,5886.57,5531.29,5523.41,1299.99,nan,nan,nan,nan
5157.95,5158.06,5133.15,5143.95,5137.29,5131.27,5143.29,5164.78,5082.99,5069.90,5054.40,5341.40,5223.31,5903.35,5508.25,5495.59,2139.99,nan,nan,nan,nan,nan
5118.70,5119.81,5125.08,5109.44,5116.01,5111.69,5135.97,5152.17,5084.64,5171.83,5139.71,5334.66,5437.48,6031.04,5512.64,9262.47,11003.61,nan,nan,nan,nan,nan
5050.40,5052.90,5109.09,5121.96,5078.10,5096.81,5133.97,5214.12,5179.68,5159.83,5104.89,5606.52,5174.79,5654.37,8998.28,1121.89,21275.23,nan,nan,nan,nan,nan
5026.64,5032.17,5038.67,5062.02,5083.77,5134.27,5253.27,5274.21,5169.75,5231.45,5358.71,5180.02,6259.21,8751.31,1225.90,22464.75,23315.26,nan,nan,nan,nan,nan
4993.83,5003.56,5010.07,5053.03,5151.87,5186.86,5306.26,5338.36,4982.69,4723.87,5334.92,6776.98,6320.38,1310.47,23905.87,24731.96,nan,nan,nan,nan,nan,nan
4965.36,4988.08,5020.89,5155.77,5261.60,5288.13,4745.90,4957.39,4935.91,5729.57,5800.55,6224.83,3240.52,2880.52,26400.26,27228.77,nan,nan,nan,nan,nan,nan
4954.32,4959.83,5123.06,5054.23,4875.75,4950.50,5165.19,5321.57,5727.70,5797.00,6875.49,-3094.24,3175.31,28320.14,29124.24,nan,nan,nan,nan,nan,nan,nan
4940.44,5103.45,5151.21,4867.67,4001.77,5175.57,5176.03,5360.20,6132.14,11240.98,11781.73,29738.72,30491.60,31271.30,nan,nan,nan,nan,nan,nan,nan,nan
5149.24,5143.13,4857.69,4831.19,3754.10,5766.91,6459.76,10956.15,11476.24,12021.24,32186.17,32914.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5284.57,5196.33,5008.59,4950.68,3772.00,8991.09,11206.21,11730.54,-4056.23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5232.44,5240.49,5209.70,5154.51,1546.29,5064.35,4513.66,3924.23,29544.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7146.17,7986.10,9776.40,1380.08,-2642.89,5345.80,4767.97,31041.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8122.09,8456.98,10089.55,6673.90,-1289.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8505.50,10177.18,6259.77,25925.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8870.83,-23956.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-24999.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
