500mb Geopotential Height (RoI = 10cm)
5310.28,5344.93,5364.09,5386.88,5405.12,5422.75,5443.51,5477.19,5496.11,5525.98,5544.56,5565.37,5591.89,5605.96,5638.00,5675.66,5715.69,5760.58,5812.98,5818.05,5844.05,5970.94
5308.96,5326.56,5356.58,5379.98,5392.55,5401.50,5420.48,5440.11,5452.66,5471.55,5491.76,5508.11,5524.92,5548.49,5571.88,5599.09,5632.00,5671.11,5728.88,5780.61,5815.46,5909.41
5278.42,5305.65,5326.58,5356.35,5364.56,5373.21,5390.70,5412.19,5421.59,5432.24,5448.65,5464.25,5475.32,5496.44,5511.87,5539.07,5573.24,5606.02,5650.54,5705.94,5780.08,5854.17
5266.87,5279.41,5299.02,5312.38,5335.60,5356.56,5374.88,5390.01,5401.51,5415.08,5422.98,5432.91,5443.57,5462.55,5476.45,5498.89,5530.79,5566.11,5606.47,5655.36,5726.94,5783.08
5242.97,5261.04,5287.23,5304.88,5327.40,5349.26,5354.35,5375.28,5391.19,5401.55,5413.72,5414.40,5422.89,5432.49,5445.45,5468.91,5496.93,5529.10,5565.85,5615.49,5686.56,5770.11
5245.70,5246.68,5276.61,5296.17,5309.31,5336.56,5357.97,5367.86,5386.58,5393.27,5398.80,5410.51,5408.18,5414.44,5431.56,5448.44,5471.76,5504.01,5534.84,5585.38,5651.15,5682.27
5231.14,5233.57,5265.24,5281.02,5298.11,5327.44,5361.73,5377.51,5392.47,5397.90,5395.24,5406.36,5401.82,5411.42,5419.90,5434.96,5453.40,5476.93,5506.87,5559.30,5591.23,5631.29
5229.20,5243.20,5261.24,5274.37,5300.82,5335.72,5356.68,5391.04,5400.71,5411.21,5411.51,5420.20,5410.50,5409.67,5414.95,5426.11,5439.19,5455.07,5486.02,5533.59,5566.49,5608.59
5231.90,5243.13,5256.16,5284.78,5312.11,5349.06,5366.76,5398.97,5416.89,5422.59,5420.02,5429.41,5421.27,5418.25,5415.84,5425.97,5435.75,5449.91,5475.72,5511.11,5550.15,5591.50
5233.13,5246.78,5270.83,5300.54,5322.32,5357.30,5393.91,5416.44,5438.38,5448.64,5445.53,5444.94,5437.12,5436.61,5430.21,5428.44,5440.63,5449.58,5475.86,5503.24,5540.09,5574.48
5233.90,5243.79,5272.17,5312.94,5351.74,5384.47,5419.02,5439.78,5456.97,5471.11,5476.79,5470.38,5467.09,5459.21,5458.07,5446.77,5453.23,5463.36,5480.83,5509.68,5540.99,5579.23
5240.94,5242.08,5282.59,5321.86,5372.96,5408.39,5435.76,5465.60,5479.24,5492.62,5500.00,5495.19,5492.27,5482.33,5480.17,5478.40,5484.38,5478.12,5502.58,5528.01,5553.27,5592.59
5225.16,5252.94,5294.93,5342.88,5385.05,5423.74,5458.01,5487.46,5502.42,5518.78,5523.96,5529.11,5518.11,5512.08,5510.65,5507.70,5513.29,5519.69,5534.61,5548.97,5577.12,5607.64
5230.76,5261.68,5315.85,5353.81,5401.54,5438.34,5474.12,5504.88,5531.94,5544.48,5555.90,5557.19,5560.29,5549.12,5541.90,5547.99,5550.99,5560.32,5563.33,5592.99,5618.14,5644.19
5212.22,5273.53,5316.76,5363.72,5414.90,5454.82,5497.09,5529.62,5553.12,5573.23,5579.54,5589.74,5589.70,5589.02,5591.52,5591.00,5590.53,5598.62,5614.33,5627.21,5653.45,5691.27
5248.59,5289.63,5334.44,5382.61,5426.00,5483.78,5517.85,5547.94,5573.42,5591.88,5611.73,5622.53,5628.26,5627.98,5630.45,5637.27,5647.30,5655.36,5660.98,5673.89,5695.36,5720.91
5259.86,5305.48,5349.56,5403.28,5454.39,5494.87,5539.17,5565.76,5596.77,5622.01,5638.14,5655.35,5665.45,5664.24,5671.72,5678.11,5688.98,5700.54,5716.63,5732.48,5747.28,5767.30
5278.42,5326.17,5370.70,5430.54,5478.61,5519.10,5556.41,5587.77,5615.07,5641.06,5661.27,5681.08,5698.80,5707.07,5710.05,5718.37,5732.06,5742.09,5757.72,5774.16,5793.76,5801.82
5302.74,5352.28,5399.93,5454.87,5499.24,5541.58,5577.22,5605.86,5633.65,5662.47,5681.47,5703.82,5720.28,5735.36,5741.01,5756.90,5773.93,5788.64,5809.67,5824.81,5839.32,5848.45
